     2	%(
     1	++
     1	//
     1	0
     1	0.05%
     1	0.07
     1	0.07센트
     1	0.1
     1	0.10
     1	0.10미크론
     1	0.11
     1	0.11포인트
     1	0.12
     1	0.12미크론급
     1	0.13
     1	0.13미크론
     1	0.14
     1	0.14%
     1	0.14센트
     1	0.1채널
     1	0.2%
     1	0.63
     1	0.63주
     1	0.96
     1	0.96달러
    17	00
     1	0000
     1	000N
     1	00년
    74	01
     1	010
     2	011
     1	0114
     1	016
     2	017
     1	018
     1	019
    91	02
     1	026
    88	03
     1	030311
     1	031
    72	04
    55	05
    48	06
    54	07
    62	08
    70	09
   206	1
     3	1%
     8	1.0
     1	1.0버전
     1	1.0서비스
     1	1.1
     3	1.2
     1	1.22%
     1	1.2메가와트
     1	1.3
     1	1.33
     1	1.3배
     1	1.4
     1	1.40
     1	1.43%
     1	1.47
     1	1.4M
     3	1.5
     2	1.5%
     1	1.51
     1	1.51달러대
     1	1.52
     1	1.52달러
     1	1.53
     1	1.5M
     1	1.5TB
     1	1.5TB급
     3	1.6
     1	1.6달러
     4	1.7
     1	1.7%
     1	1.8
     1	1.8%
     1	1.9
     2	1.9%
     1	1.92%
   175	10
    25	10%
     1	10.4
     1	10.4인치
     1	10.7
    67	100
     8	100%
    40	1000
     1	10000
     1	1000G
     1	1000G플롭스
     2	1000개
     1	1000건
     1	1000고지
     1	1000기가플롭스
     2	1000대
     1	1000대가
     2	1000만
     3	1000만달러
     1	1000만대
     2	1000만명
     1	1000만원
     1	1000만파운드
     1	1000명
     1	1000명당
     1	1000배
     1	1000억
     1	1000억엔
     8	1000억원
     1	1000억원의
     1	1000여가지의
     3	1000여개
     1	1000여곡
     1	1000여명
     2	1000원
     1	1000통
     1	1000통이상
     1	1000포인트
     1	100G
     1	100Gb
     1	100G플롭스
     1	100N
     2	100hot
     1	100년
     1	100년내
     1	100달러대
     3	100대
     2	100만
     1	100만개
     3	100만달러
     4	100만대
     1	100만명
     2	100만원
     3	100만원대
     1	100만장
     1	100만화소급
     1	100만회선
     4	100명
     1	100명의
     2	100배
     4	100억달러
    10	100억원
     1	100억원대
     1	100여
     6	100여개
     3	100여대
     2	100여명
     1	100여종
     1	100여척
     1	100일
     1	100조원
     1	100조회
     1	100테라플롭스
     1	100통
     2	100핫
     3	101
     1	1010m
     2	101억원
     1	102
     1	102건
     3	103
     1	103.7
     1	1030i
     1	1038
     1	103개
     1	103억7100만원
     1	103조9000억원
     2	104
     1	104개
     1	104만9400원
     1	106
     1	10646
     1	10646상
     1	106t
     1	106억달러
     1	107
     1	107건
     1	107건의
     2	108
     1	1080
     1	1080만개
     1	1081TP
     1	108건
     1	109
     2	1090
     1	1090개
     1	1090건
     1	109개사
     1	10FH
     1	10MB
     1	10TB
     1	10가지
    11	10개
     1	10개국
     1	10개월
     3	10개의
    17	10년
     2	10년간
     1	10년안
     2	10년전
     1	10달러
     9	10대
     1	10대의
     1	10만
     5	10만대
     1	10만명선
     1	10만여건
     2	10만여명
     4	10만원
     1	10만원권
     2	10만원대
     1	10만원대의
     4	10명
     1	10문제
     6	10배
     1	10배속
     1	10배이
     1	10배이상의
     2	10분
     1	10선
     1	10센트
     3	10시간
     2	10억
     3	10억달러
     1	10억분
     7	10억원
     2	10억원의
     1	10여
     9	10여개
     3	10여개의
     3	10여곳
     1	10여년
     2	10여년간
     1	10여일
     2	10여종
     1	10여종이
     1	10원
    31	10월
     1	10월초
     1	10위
     5	10일
     1	10일자
     1	10장
     1	10조원
     1	10차
     1	10통
   112	11
     2	11%
     1	11.2%
     1	11.75%
     4	110
     4	1100
     1	1100명
     2	1100억원
     1	1100억원의
     2	110억원
     1	110층
     1	110카피
     2	111
     1	111개
     1	111억달러
     1	1120
     1	1120개
     1	1124
     3	114
     1	114서비스
     3	115
     1	1157
     1	1157만명로
     2	115개국
     1	115만5614건
     1	116
     1	116개사
     1	118
     1	11840
     1	118억7500만원
     1	119
     1	11i
     4	11개
     1	11개국
     1	11개의
     1	11년
     1	11년전
